12149-0,TINTA INKBANK EPSON E850 YELL 1LT (CX C/ 20)-.,"1,00",UN,"50,00","21,58","50,00","56,84%"
,Total :,"2,00",,"50,00","43,14","100,00","56,86%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115044-0LONA UNIBANNER BRILHO F.P. 300x500 440g 1,42mt-.",,"71,00",M2,"7,90","338,88","560,90","39,58%"
"20115046-0LONA UNIBANNER BRILHO F.P. 300x500 440g 3,20mt-.",,"45,00",M2,"7,99","214,89","359,55","40,23%"
,Total :,"116,00",,"7,93","553,77","920,45","39,84%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011100-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,06mt-.",,"53,00",M2,"5,90","170,80","312,76","45,39%"
"2011115-0VINIL UNIPRO INTERM. MATTE (NV2013) C/ 1,06mt-.",,"53,00",M2,"5,30","173,70","280,90","38,16%"
"2011045-0VINIL UNIPRO UT80 ECONOMY (BV2000/NV2010) GLOSSY C/ 1,06mt-.",,"159,00",M2,"4,59","461,00","730,60","36,90%"
"2011023-0VINIL UNITRAMA INFLEX UT80GR POLIMERICO CC C/ 1,37mt (IV2200)-.",,"68,50",M2,"11,20","494,30","767,20","35,57%"
2011039-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.06mt-.,,"53,00",M2,"7,30","192,85","386,90","50,16%"
2011006-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.27mt-.,,"63,50",M2,"6,99","233,48","443,80","47,39%"
"2011018-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,06mt-.",,"53,00",M2,"7,50","218,69","397,50","44,98%"
,Total :,"503,00",,"6,60","1.944,83","3.319,66","41,41%"
,TOTAL CIDADE:,"621,00",,,"2.541,74","4.340,11","41,44%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0004/,79
PB,AREIA,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3162-0,CART. DE TONER COMP. COM PM CB435/436/285/278 U 2K EVOLUT(CX C/ 20)-.,"20,00",PC,"28,45","332,89","569,00","41,50%"
3076-0,"CART. DE TONER COMP. COM PM CF217A/M130/M102 1,6K CHMT(CX C/25)-.","1,00",PC,"30,00","16,37","30,00","45,43%"
3942-0,"CART. DE TONER COMP. COM PM CF226A M402N/M426DW 3,1K EVOLUT-.","2,00",PC,"65,00","57,12","130,00","56,06%"
3078-0,"CART. DE TONER COMP. COM PM CF283A M125/M126/M127/M128 1,5K CHMT(CX C/25)-.","10,00",PC,"35,00","177,21","350,00","49,37%"
,Total :,"33,00",,"32,70","583,59","1.079,00","45,91%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3462-0,CART. DE TONER COMP. COM BROTHER TN1060/DCP-1512/HL-1112 1K EVOLUT (CX C/ 20)-.,"8,00",PC,"23,09","80,49","184,70","56,42%"
3943-0,"CART. DE TONER COMP. COM BROTHER TN660/630/2340/2370 2,6K EVOLUT(CX C/ 10)-.","16,00",PC,"28,00","233,14","448,00","47,96%"
,Total :,"24,00",,"26,36","313,63","632,70","50,43%"
10.115,CARTUCHO DE TONER | SAMSUNG,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3345-0,CART. DE TONER COMP. COM SAMSUNG D203 ML3320/3870/4070 15K CHMT(CX C/10)-.,"3,00",PC,"85,00","128,86","255,00","49,47%"
,Total :,"3,00",,"85,00","128,86","255,00","49,47%"
10.135,CARTUCHO DE TONER | FOTOCONDUTOR,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3458-0,"KIT FOTOCONDUTOR COMP. COM BROTHER DR1060/1000/1010/1020/1030 10K EVOLUT (CX C/20)-.1,00",,PC,"35,00","16,03","35,00","54,20%"
,Total :,"1,00",,"35,00","16,03","35,00","54,21%"
12.215,TONER | ASTON,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
10996-0,TONER ASTON P/USO EM PM AT220SG (435/436/285/2016/283/278/7553) 1KG BAG(CX C/20)-.,"3,00",KG,"75,00","130,57","225,00","41,97%"
,Total :,"3,00",,"75,00","130,57","225,00","41,97%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12188-0,TINTA INKBANK EPSON EL8100/504/544 BLACK 70ML C/ CAIXA-.,"20,00",UN,"5,65","68,95","113,00","38,98%"
12189-0,TINTA INKBANK EPSON EL8100/504/544 CYAN 70ML C/ CAIXA-.,"20,00",UN,"5,65","68,06","113,00","39,77%"
12190-0,TINTA INKBANK EPSON EL8100/504/544 MAG 70ML C/ CAIXA-.,"20,00",UN,"5,65","67,98","113,00","39,84%"
12191-0,TINTA INKBANK EPSON EL8100/504/544 YELL 70ML C/ CAIXA-.,"20,00",UN,"5,65","67,83","113,00","39,97%"
12163-0,TINTA INKBANK UNIVERSAL ET365/664 BLACK 100ML (CX C/ 100)-.,"20,00",UN,"4,99","51,70","99,80","48,20%"
12164-0,TINTA INKBANK UNIVERSAL ET365/664 CYAN 100ML (CX C/ 100)-.,"30,00",UN,"4,99","77,83","149,70","48,01%"
12165-0,TINTA INKBANK UNIVERSAL ET365/664 MAG 100ML (CX C/ 100)-.,"30,00",UN,"4,99","77,59","149,70","48,17%"
12166-0,TINTA INKBANK UNIVERSAL ET365/664 YELL 100ML (CX C/ 100)-.,"30,00",UN,"4,99","77,56","149,70","48,18%"
,Total :,"190,00",,"5,27","557,50","1.000,90","44,30%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0005/,79
PB,AREIA,,,,,,
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011101-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,27mt-.",,"190,50",M2,"5,30","648,29","1.009,65","35,79%"
,Total :,"190,50",,"5,30","648,29","1.009,65","35,79%"
,TOTAL CIDADE:,"444,50",,,"2.378,47","4.237,25","43,87%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0006/,79
PB,BANANEIRAS,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3163-0,"CART. DE TONER COMP. COM PM CF217A/M130/M102 1,6K EVOLUT(CX C/ 12)-.","5,00",PC,"75,00","79,08","375,00","78,91%"
,Total :,"5,00",,"75,00","79,08","375,00","78,91%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3462-0,CART. DE TONER COMP. COM BROTHER TN1060/DCP-1512/HL-1112 1K EVOLUT (CX C/ 20)-.,"20,00",PC,"35,00","201,21","700,00","71,26%"
,Total :,"20,00",,"35,00","201,21","700,00","71,26%"
10.115,CARTUCHO DE TONER | SAMSUNG,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3345-0,CART. DE TONER COMP. COM SAMSUNG D203 ML3320/3870/4070 15K CHMT(CX C/10)-.,"5,00",PC,"95,00","214,76","475,00","54,79%"
,Total :,"5,00",,"95,00","214,76","475,00","54,79%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12172-0,TINTA INKBANK CANON C1800/CL190 BLACK 135 ML-.,"10,00",UN,"8,00","40,86","80,00","48,92%"
12167-0,TINTA INKBANK CANON C1800/CL190 CYAN 70ML (CX C/ 100)-.,"10,00",UN,"6,00","26,58","60,00","55,70%"
12168-0,TINTA INKBANK CANON C1800/CL190 MAG 70ML (CX C/ 100)-.,"10,00",UN,"6,00","26,58","60,00","55,70%"
12169-0,TINTA INKBANK CANON C1800/CL190 YELL 70ML (CX C/ 100)-.,"10,00",UN,"6,00","26,59","60,00","55,68%"
,Total :,"40,00",,"6,50","120,61","260,00","53,61%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115061-0LONA UNIBANNER BRILHO F.P. 300x500 440g 2,50mt-.",,"125,00",M2,"7,84","583,00","980,00","40,51%"
,Total :,"125,00",,"7,84","583,00","980,00","40,51%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011101-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,27mt-.",,"63,50",M2,"5,37","216,10","341,00","36,63%"
"2011115-0VINIL UNIPRO INTERM. MATTE (NV2013) C/ 1,06mt-.",,"53,00",M2,"5,38","173,70","285,00","39,05%"
"2011023-0VINIL UNITRAMA INFLEX UT80GR POLIMERICO CC C/ 1,37mt (IV2200)-.",,"68,50",M2,"11,21","494,30","768,00","35,64%"
"2011013-0VINIL UNITRAMA UT100GP (NV5002) C/ 1,27mt-.",,"63,50",M2,"8,09","304,86","514,00","40,69%"
,Total :,"248,50",,"7,68","1.188,97","1.908,00","37,69%"
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013124-0ACM SIGNBOND BRANCO ALTO BRILHO 3mm 1.22 x 5.00mt T805-.,,"2,00",UN,"416,00","498,61","832,00","40,07%"
,Total :,"2,00",,"416,00","498,61","832,00","40,07%"
2015.2012,PSAI | MAXPOLI,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0007/,79
PB,BANANEIRAS,,,,,,
2015.2012,PSAI | MAXPOLI,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2017500-0CHAPA PS RES PSAI 1,00 X 2,00 MT BRANCA * 090 (1mm)-.",,"10,00",UN,"42,80","253,45","428,00","40,78%"
,Total :,"10,00",,"42,80","253,45","428,00","40,78%"
,TOTAL CIDADE:,"455,50",,,"3.139,68","5.958,00","47,30%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0008/,79
PB,BARAUNA,,,,,,
2003.2052,ACM | UNIBOND 1.50,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013197-0ACM UNIBOND BRANCO FOSCO 3mm,1.50 x 5.00mt UNI8813-.,"2,00",UN,"570,00","724,84","1.140,00","36,42%"
2013202-0ACM UNIBOND VERDE TELECOM 3mm,1.50 x 5.00mt 8837-.,"3,00",UN,"600,00","1.127,34","1.800,00","37,37%"
,Total :,"5,00",,"588,00","1.852,18","2.940,00","37,00%"
,TOTAL CIDADE:,"5,00",,,"1.852,18","2.940,00","37,00%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0009/,79
PB,BARRA DE SANTA ROSA,,,,,,
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115073-0LONA UNIBANNER BRILHO F.P. 1000x1000 300g 3,20mt-.",,"160,00",M2,"5,51","528,96","882,00","40,03%"
"20115044-0LONA UNIBANNER BRILHO F.P. 300x500 440g 1,42mt-.",,"71,00",M2,"7,67","338,88","544,75","37,79%"
,Total :,"231,00",,"6,18","867,84","1.426,75","39,17%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011100-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,06mt-.",,"53,00",M2,"5,37","170,80","284,70","40,01%"
"2011115-0VINIL UNIPRO INTERM. MATTE (NV2013) C/ 1,06mt-.",,"53,00",M2,"5,37","173,70","284,50","38,95%"
2011007-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.52mt-.,,"76,00",M2,"6,05","279,85","459,70","39,12%"
"2011070-0VINIL UNITRAMA UT100WD (NV3801) PERMANENTE GREY MATTE C/ 1,06mt-.",,"106,00",M2,"8,19","522,30","868,00","39,83%"
,Total :,"288,00",,"6,59","1.146,65","1.896,90","39,55%"
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013138-0ACM SIGNBOND DOURADO 3mm 1.22 x 5.00mt 8810-.,,"1,00",UN,"442,00","260,04","442,00","41,17%"
2013137-0ACM SIGNBOND RUBI 3mm 1.22 x 5.00mt UNI8833-.,,"5,00",UN,"429,27","1.287,79","2.146,35","40,00%"
,Total :,"6,00",,"431,39","1.547,82","2.588,35","40,20%"
,TOTAL CIDADE:,"525,00",,,"3.562,32","5.912,00","39,74%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0010/,79
PB,BAYEUX,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
4114-0,CART. DE TONER COMP. COM PM 1105A/1107A 1K COM CHIP EVOLUT(CX C/ 15)-.,"1,00",PC,"65,00","21,86","65,00","66,37%"
3162-0,CART. DE TONER COMP. COM PM CB435/436/285/278 U 2K EVOLUT(CX C/ 20)-.,"10,00",PC,"30,00","166,44","300,00","44,52%"
3120-0,"CART. DE TONER COMP. COM PM CE311/CF351A (1025) CYAN 1,2K EVOLUT(CX C/ 20)-S/CAIXA","1,00",PC,"50,00","17,81","50,00","64,38%"
3942-0,"CART. DE TONER COMP. COM PM CF226A M402N/M426DW 3,1K EVOLUT-.","5,00",PC,"45,00","142,81","225,00","36,53%"
,Total :,"17,00",,"37,65","348,92","640,00","45,48%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3462-0,CART. DE TONER COMP. COM BROTHER TN1060/DCP-1512/HL-1112 1K EVOLUT (CX C/ 20)-.,"15,00",PC,"28,67","150,91","430,00","64,90%"
3454-0,"CART. DE TONER COMP. COM BROTHER TN660/630/2340/2370 2,6K CHMT(CX C/ 20)-.","1,00",PC,"35,00","14,59","35,00","58,31%"
3943-0,"CART. DE TONER COMP. COM BROTHER TN660/630/2340/2370 2,6K EVOLUT(CX C/ 10)-.","20,00",PC,"25,00","291,43","500,00","41,71%"
,Total :,"36,00",,"26,81","456,93","965,00","52,65%"
10.135,CARTUCHO DE TONER | FOTOCONDUTOR,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3458-0,"KIT FOTOCONDUTOR COMP. COM BROTHER DR1060/1000/1010/1020/1030 10K EVOLUT (CX C/20)-.2,00",,PC,"60,00","32,05","120,00","73,29%"
,Total :,"2,00",,"60,00","32,05","120,00","73,29%"
19.22,TINTA | EPSON/BULK INK/100ML,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
10751-0,TINTA BULK INK SUBLIMATICA RZ290 BK 100ML (CX C/ 100)-.,"2,00",UN,"20,00","20,70","40,00","48,25%"
10752-0,TINTA BULK INK SUBLIMATICA RZ290 CYAN 100ML (CX C/ 100)-.,"1,00",UN,"20,00","9,42","20,00","52,90%"
10753-0,TINTA BULK INK SUBLIMATICA RZ290 MAGENTA 100ML (CX C/ 100)-.,"1,00",UN,"20,00","9,58","20,00","52,10%"
10754-0,TINTA BULK INK SUBLIMATICA RZ290 YELLOW 100ML (CX C/ 100)-.,"1,00",UN,"20,00","9,39","20,00","53,05%"
,Total :,"5,00",,"20,00","49,09","100,00","50,91%"
19.235,TINTA | A.T.INKS,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12117-0,SOLVENTE A.T.INKS UNIVERSAL FLUSH 1L (GRF)-.,"1,00",UN,"158,00","93,66","158,00","40,72%"
12109-0,TINTA A.T.INKS DX ECO-SOL BLACK 500ML (GRF)-.,"2,00",UN,"195,00","235,04","390,00","39,73%"
12110-0,TINTA A.T.INKS DX ECO-SOL CYAN 500ML (GRF)-.,"2,00",UN,"195,00","251,99","390,00","35,39%"
12111-0,TINTA A.T.INKS DX ECO-SOL MAGENTA 500ML (GRF)-.,"6,00",UN,"195,00","755,97","1.170,00","35,39%"
12112-0,TINTA A.T.INKS DX ECO-SOL YELLOW 500ML (GRF)-.,"2,00",UN,"195,00","236,27","390,00","39,42%"
,Total :,"13,00",,"192,15","1.572,93","2.498,00","37,03%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0011/,79
PB,BAYEUX,,,,,,
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12172-0,TINTA INKBANK CANON C1800/CL190 BLACK 135 ML-.,"1,00",UN,"8,50","4,09","8,50","51,88%"
12167-0,TINTA INKBANK CANON C1800/CL190 CYAN 70ML (CX C/ 100)-.,"1,00",UN,"6,00","2,66","6,00","55,67%"
12168-0,TINTA INKBANK CANON C1800/CL190 MAG 70ML (CX C/ 100)-.,"1,00",UN,"6,00","2,66","6,00","55,67%"
12169-0,TINTA INKBANK CANON C1800/CL190 YELL 70ML (CX C/ 100)-.,"1,00",UN,"6,00","2,66","6,00","55,67%"
12150-0,TINTA INKBANK EPSON E850/504/544 BLACK 70ML-.,"7,00",UN,"6,57","19,29","46,00","58,07%"
12151-0,TINTA INKBANK EPSON E850/504/544 CYAN 70ML-.,"3,00",UN,"6,67","8,25","20,00","58,75%"
12152-0,TINTA INKBANK EPSON E850/504/544 MAG 70ML-.,"3,00",UN,"6,67","8,13","20,00","59,35%"
12153-0,TINTA INKBANK EPSON E850/504/544 YELL 70ML-.,"5,00",UN,"6,40","13,56","32,00","57,63%"
12176-0,TINTA INKBANK EPSON E850/664 MAG 100ML (CX C/ 100)-.,"1,00",UN,"6,00","2,95","6,00","50,83%"
12177-0,TINTA INKBANK EPSON E850/664 YELL 100ML (CX C/ 100)-.,"1,00",UN,"6,00","2,97","6,00","50,50%"
12182-0,TINTA INKBANK UNIVERSAL ET365 BK 1L (CX C/ 20)-.,"1,00",UN,"38,00","17,61","38,00","53,66%"
12163-0,TINTA INKBANK UNIVERSAL ET365/664 BLACK 100ML (CX C/ 100)-.,"15,00",UN,"6,00","38,77","90,00","56,91%"
12164-0,TINTA INKBANK UNIVERSAL ET365/664 CYAN 100ML (CX C/ 100)-.,"6,00",UN,"6,00","15,57","36,00","56,75%"
12165-0,TINTA INKBANK UNIVERSAL ET365/664 MAG 100ML (CX C/ 100)-.,"4,00",UN,"6,00","10,35","24,00","56,88%"
12166-0,TINTA INKBANK UNIVERSAL ET365/664 YELL 100ML (CX C/ 100)-.,"7,00",UN,"6,00","18,10","42,00","56,90%"
,Total :,"57,00",,"6,78","167,60","386,50","56,64%"
20.165,ACESSÓRIOS JATO DE TINTA | DIVERSOS,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
15012-0,ALCOOL ISOPROPILICO QUIMAGRAF 1LT-.,"1,00",UN,"35,00","18,77","35,00","46,37%"
,Total :,"1,00",,"35,00","18,77","35,00","46,36%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115073-0LONA UNIBANNER BRILHO F.P. 1000x1000 300g 3,20mt-.",,"320,00",M2,"5,10","1.053,54","1.632,00","35,44%"
,Total :,"320,00",,"5,10","1.053,54","1.632,00","35,45%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011101-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,27mt-.",,"63,50",M2,"5,24","216,10","333,00","35,11%"
"2011115-0VINIL UNIPRO INTERM. MATTE (NV2013) C/ 1,06mt-.",,"159,00",M2,"5,60","521,11","890,40","41,47%"
2011044-0VINIL UNITRAMA ONE WAY VISION (NO2310T) PERFURADO C/ 1.06mt-.,,"53,00",M2,"11,50","363,10","609,50","40,43%"
2011024-0VINIL UNITRAMA ONE WAY VISION (NO2310T) PERFURADO C/ 1.37mt-.,,"68,50",M2,"11,50","446,90","787,75","43,27%"
2011039-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.06mt-.,,"53,00",M2,"6,50","192,85","344,50","44,02%"
,Total :,"397,00",,"7,47","1.740,06","2.965,15","41,32%"
2003.2052,ACM | UNIBOND 1.50,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013067-0ACM UNIBOND BRANCO ALTO BRILHO 3mm,1.50 x 5.00mt T805-.,"1,00",UN,"600,00","361,38","600,00","39,77%"
2013077-0ACM UNIBOND LARANJA ALTO BRILHO 3mm,1.50 x 5.00mt T801-.,"2,00",UN,"603,00","711,64","1.206,00","40,99%"
,Total :,"3,00",,"602,00","1.073,02","1.806,00","40,59%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 09:01,,h,Página :,0012/,79
PB,BAYEUX,,,,,,
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013124-0ACM SIGNBOND BRANCO ALTO BRILHO 3mm 1.22 x 5.00mt T805-.,,"4,00",UN,"390,00","973,53","1.560,00","37,59%"
2013135-0ACM SIGNBOND VERDE INTENSO 3mm 1.22 x 5.00mt 8840-.,,"1,00",UN,"400,00","263,20","400,00","34,20%"
,Total :,"5,00",,"392,00","1.236,73","1.960,00","36,90%"
2020.2016,CHAPA PVC | UNIPOL,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2019103-0PVC EXPANDIDO UNIPOL BRANCO 1220x2440 - 10MM-.,,"4,00",UN,"146,90","381,55","587,60","35,07%"
2019104-0PVC EXPANDIDO UNIPOL BRANCO 1220x2440 - 20MM-.,,"3,00",UN,"360,00","647,60","1.080,00","40,04%"
,Total :,"7,00",,"238,23","1.029,15","1.667,60","38,29%"
2030.165,ACESSÓRIOS SIGN | DIVERSOS,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
13783-0,VERNIZ SATURNO LACA PROTETORA BRILHANTE ECONOMIC 1L. REF.9513-GRF-.,"1,00",UN,"145,00","101,31","145,00","30,13%"
,Total :,"1,00",,"145,00","101,31","145,00","30,13%"
